Item Code,Item Name,Item Group,Item category,Item Sub-Category,
FCTY-0038-Aeron,"FRP Walkway 310x25x3600, Mesh 38x75, Thickness 7mm/5mm, Yellow-Aeron",FRP Walkway,Prefab MMS,FRP Walkway,
FCTY-0039-Aeron,"FRP Walkway 310x25x3600, Mesh 38x38, Thickness 7mm/5mm, Yellow-Aeron",FRP Walkway,Prefab MMS,FRP Walkway,
FCTY-0039-Fibrograt,"FRP Walkway 310x25x3600, Mesh 38x38, Thickness 7mm/5mm, Yellow-Fibrograt",FRP Walkway,Prefab MMS,FRP Walkway,
FCTY-0040-Fibrograt,"FRP Walkway 310x25x3600, Mesh 38x50, Thickness 7mm/5mm, Yellow-Fibrograt",FRP Walkway,Prefab MMS,FRP Walkway,
SADD-0015-Astral,DWC Saddle - 63mm-Astral,GI Saddle,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0017-Promagic,DWC Elbow - Orange - 63mm-Promagic,Elbow,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0018-Promagic,DWC T Bend - Orange - 63mm-Promagic,T Bend,Conduit Pipe,DWC Conduit Pipe Accessories,
COUP-0010-Promagic,DWC Coupler - Orange - 63mm-Promagic,Coupler,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0019-Promagic,DWC Elbow - Orange - 50mm-Promagic,Elbow,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0020-Promagic,DWC T Bend - Orange - 50mm-Promagic,T Bend,Conduit Pipe,DWC Conduit Pipe Accessories,
COUP-0011-Promagic,DWC Coupler - Orange - 50mm-Promagic,Coupler,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0021-Promagic,DWC Elbow - Orange - 40mm-Promagic,Elbow,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0022-Promagic,DWC T Bend - Orange - 40mm-Promagic,T Bend,Conduit Pipe,DWC Conduit Pipe Accessories,
COUP-0012-Promagic,DWC Coupler - Orange - 40mm-Promagic,Coupler,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0023-Astral,"DWC Elbow - Black, UV Protected - 63mm-Astral",Elbow,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0024-Astral,"DWC T Bend - Black, UV Protected - 63mm-Astral",T Bend,Conduit Pipe,DWC Conduit Pipe Accessories,
COUP-0013-Astral,"DWC Coupler - Black, UV Protected - 63mm-Astral",Coupler,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0025-Astral,"DWC Elbow - Black, UV Protected - 50mm-Astral",Elbow,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0026-Astral,"DWC T Bend - Black, UV Protected - 50mm-Astral",T Bend,Conduit Pipe,DWC Conduit Pipe Accessories,
COUP-0014-Astral,"DWC Coupler - Black, UV Protected - 50mm-Astral",Coupler,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0027-Astral,"DWC Elbow - Black, UV Protected - 40mm-Astral",Elbow,Conduit Pipe,DWC Conduit Pipe Accessories,
MRAL-0030,Base Rail 1600mm - for tilted landscape,Rail,Tin Shed MMS,Tin Shed with Tilt Components,
ACCR-0028-Astral,"DWC T Bend - Black, UV Protected - 40mm-Astral",T Bend,Conduit Pipe,DWC Conduit Pipe Accessories,
ACAB-0077-FINOLEX,Cu Flexible AC Wire 1C x 4 sqmm - Red-FINOLEX,AC Cable,Cables,1C x 4 sqmm Cu AC Cable,
ACAB-0077-RR KABEL,Cu Flexible AC Wire 1C x 4 sqmm - Red-RR KABEL,AC Cable,Cables,1C x 4 sqmm Cu AC Cable,
ACAB-0077-KEI,Cu Flexible AC Wire 1C x 4 sqmm - Red-KEI,AC Cable,Cables,1C x 4 sqmm Cu AC Cable,
ACAB-0077-POLYCAB,Cu Flexible AC Wire 1C x 4 sqmm - Red-POLYCAB,AC Cable,Cables,1C x 4 sqmm Cu AC Cable,
ACAB-0107-RR KABEL,Cu Flexible AC Wire 1C x 2.5 sqmm - Black-RR KABEL,AC Cable,Cables,1C x 2.5 sqmm Cu AC Cable,
ACAB-0114-RR KABEL,Cu Flexible AC Cable 4C x 2.5 sqmm-RR KABEL,AC Cable,Cables,4C x 2.5 sqmm Cu AC Cable,
NMTR-0043-POWERNATE,CT 400/5A Class 0.5-POWERNATE,CT,Metering,CT,
MBOX-0116,"Metallic Busbar Enclosure Three phase 20-33 kW (63A), 4 channel with PG21 glands for NPCL Discom",Meter Box,Metering,Meter Box,
MBOX-0023-SNS,FRP Meter Box 8135 810x350x220mm-SNS,Meter Box,Metering,Meter Box,
MBOX-0087,FRP Meter Box 1524x762x250mm,Meter Box,Metering,Meter Box,
NMTR-0042-AVON,-5A Three Phase LTCT Smart Net Meter for Jabalpur Discom -AVON,Net Meter,Metering,Net Meter,
ECAB-0017,Module to Module Earthing Connector 100mm Cu 1C x 4 sqmm - Y/G with lugs & M4 SS NBW Set,Earthing Cable,Tin Shed MMS,Module Earthing Connector,
FCTY-0013-Fibrograt,"FRP Walkway 310x3600x25, Mesh 38x38, Thickness 7mm/5mm-Fibrograt",FRP Walkway,Prefab MMS,FRP Walkway,
FCTY-0013-Aeron,"FRP Walkway 310x3600x25, Mesh 38x38, Thickness 7mm/5mm-Aeron",FRP Walkway,Prefab MMS,FRP Walkway,
INVM-0010-ENPHASE,IQ8HC Microinverter (IQ8HC-72-M-INT)-ENPHASE,Microinverter,Inverter,Enphase microinverter,
DALA-0008-SUNGROW,WiFi Dongle (Wifi-P2)-SUNGROW,Data Logger,Data Logger,Wifi Dongle,
MLEG-0010-Braco,16sqmm Al Open Barrel Lug-Braco,Al Open Barrel Lug,Electrical BoS,Al Open Barrel Lug,
ECAB-0015-Anchor,Cu Flexible Earthing Cable 1C x 4 sqmm - Yellow / Green-Anchor,Earthing Cable,Cables,4 sqmm Cu Earthing Cable,
EALA-0028-Torrent,Single Spike Conventional LA - 14.2mm Dia - 1.4 Mtr - 100 micron with PVC insulator base-Torrent,L A,Earthing & LA,Conventional LA,
EALA-0027-Torrent,"HDG LA Supporting Mast 3.0 Mtr with insulator, guy wire and fixing accessories-Torrent",LA Accessory,Earthing & LA,LA Stand,
CAJO-0001-JAINSON,4 sqmm Cu Cable Terminal Ends Jointer-JAINSON,Cable Jointer,Electrical BoS,Cable Jointer,
MLEG-0009-ARS Solartech,Optimum Tilt Back Leg 570mm Height 4mm Thk-ARS Solartech,Leg,Tin Shed MMS,Tin Shed with Tilt Components,
MLEG-0008-ARS Solartech,Optimum Tilt Back Leg 540mm Height 4mm Thk-ARS Solartech,Leg,Tin Shed MMS,Tin Shed with Tilt Components,
MLEG-0007-ARS Solartech,Optimum Tilt Front Leg 120mm Height 4mm Thk-ARS Solartech,Leg,Tin Shed MMS,Tin Shed with Tilt Components,
WATP-0008-Kirloskar,KDI-235+ 2 HP 50x40 Three Phase Monoblock Pump-Kirloskar,Water Pump,Water Pipeline,Water Pump,
CSLF-0042-COMET,Sleeves-8.0 mm for 6 sqmm cable - RYBN Colours-COMET,Sleeves,Electrical BoS,Heat Shrink Sleeve,
ACAB-0075-KEI,Cu Flexible AC Wire 1C x 1.5 sqmm - Blue-KEI,AC Cable,Cables,1C x 1.5 sqmm Cu AC Cable,
ACAB-0074-KEI,Cu Flexible AC Wire 1C x 1.5 sqmm - Black-KEI,AC Cable,Cables,1C x 1.5 sqmm Cu AC Cable,
ACAB-0073-KEI,Cu Flexible AC Wire 1C x 1.5 sqmm - Red-KEI,AC Cable,Cables,1C x 1.5 sqmm Cu AC Cable,
DALO-0001-Suryalogix,Data Logger-Suryalogix,Data Logger,Data Logger,Data Logger,
ACDB-1863,ACDB 1-IN-1-OUT 63A,ACDB,Junction Box,ACDB,
EACH-0015,PVC Earthing Chamber with Cover Bucket Type 180mm Dia 250mm Height - Light Duty,Earthing Chamber,Earthing & LA,Earthing Chamber,
HCTY-0066,HDGI Cable Tray Jointer 200x90 with 8 holes,Cable Tray,Cable Tray,HDGI Cable Tray Jointer,
ACDB-1862,ACDB 1-IN-1-OUT 100A (for Arvind Mills),ACDB,Junction Box,ACDB,
ACDB-1861,ACDB 4-IN-1-OUT 500A (for Arvind Mills),ACDB,Junction Box,ACDB,
ACDB-1860,ACDB 5-IN-1-OUT 630A (for Arvind Mills),ACDB,Junction Box,ACDB,
ACDB-1859,ACDB 6-IN-1-OUT 800A (for Arvind Mills),ACDB,Junction Box,ACDB,
ACDB-1858,ACDB 8-IN-1-OUT 1000A (for Arvind Mills),ACDB,Junction Box,ACDB,
HCTY-0065,HDGI Cable Tray Jointer 210x40 with 4 holes,Cable Tray,Cable Tray,HDGI Cable Tray Jointer,
MRAL-0029,Aluminium Strut Channel 40x40x3200mm,Rail,Tin Shed MMS,Full Rail,
MRAL-0028,Aluminium Strut Channel 40x40x4200mm,Rail,Tin Shed MMS,Full Rail,
MRAL-0027,Aluminium Strut Channel 40x40x5200mm,Rail,Tin Shed MMS,Full Rail,
CNYF-0009,Nylon Fastener M6x35,Nylon Fastener,Electrical BoS,Nylon Fastener,
CLAM-0008,Mid Clamp - 200mm length with 02 holes of 10mm,Clamp,Welded MMS,U-Bolt & Mid Clamp for Welded MMS,
ACAB-0072-KEI,Cu Flexible AC Cable 2C x 1.5 sqmm-KEI,AC Cable,Cables,2C x 1.5 sqmm Cu AC Cable,
ACDB-1857-EATON,AC ELCB 25A/4P-EATON,Breaker,Metering,ELCB,
ACDB-1854-ABB,AC ELCB 40A/2P-ABB,Breaker,Metering,ELCB,
ACDB-1854-EATON,AC ELCB 40A/2P-EATON,Breaker,Metering,ELCB,
ACDB-1853-ABB,AC ELCB 63A/4P-ABB,Breaker,Metering,ELCB,
ACDB-1853-EATON,AC ELCB 63A/4P-EATON,Breaker,Metering,ELCB,
ACDB-1852-ABB,AC MCB 63A/4P-ABB,Breaker,Metering,MCB,
ACDB-1851-ABB,AC MCB 63A/2P-ABB,Breaker,Metering,MCB,
ACDB-2458-L&T,AC MCB C-40A/2P 10 KA-L&T,Breaker,Metering,MCB,
ACDB-2459-L&T,AC MCB  63A/4P (BB40630C)-L&T,Breaker,Metering,MCB,
ECAB-0031-Gomti,Al Flexible Earthing Cable 1C x 16 sqmm - Yellow / Green-Gomti,Earthing Cable,Cables,16 sqmm Al Earthing Cable,
INVS-0201-HAVELLS,50 kW 3 Phase Inverter-HAVELLS,II Gen,Inverter,3 Ph String Inverter,
ACAB-0071-KEI,Cu Flexible AC Wire 1C x 2.5 sqmm - Black-KEI,AC Cable,Cables,1C x 2.5 sqmm Cu AC Cable,
ACAB-0070-KEI,Cu Flexible AC Wire 1C x 2.5 sqmm - Red-KEI,AC Cable,Cables,1C x 2.5 sqmm Cu AC Cable,
ACAB-0106-RR KABEL,Cu Flexible AC Wire 1C x 2.5 sqmm - Red-RR KABEL,AC Cable,Cables,1C x 2.5 sqmm Cu AC Cable,
CCOP-0074-AADITYA POLYMAKE,PVC Conduit Pipe - LMS - White - 20mm - 3m-AADITYA POLYMAKE,Conduit Pipe,Conduit Pipe,PVC Conduit Pipe,
MRAL-0025,Full Rail - for long rail flush mount & tilted portrait - 1300mm,Rail,Tin Shed MMS,Full Rail,
MRAL-0024,Full Rail - for long rail flush mount & tilted portrait - 1500mm,Rail,Tin Shed MMS,Full Rail,
MRAL-0023,Full Rail - for long rail flush mount & tilted portrait - 2300mm,Rail,Tin Shed MMS,Full Rail,
MRAL-0022,Full Rail - for long rail flush mount & tilted portrait - 1860mm,Rail,Tin Shed MMS,Full Rail,
MRAL-0021,Full Rail - for long rail flush mount & tilted portrait - 940mm,Rail,Tin Shed MMS,Full Rail,
MRAL-0020,Full Rail - for long rail flush mount & tilted portrait - 1000mm,Rail,Tin Shed MMS,Full Rail,
MRAL-0019,Full Rail - for long rail flush mount & tilted portrait - 1200mm,Rail,Tin Shed MMS,Full Rail,
MRAL-0018,Full Rail - for long rail flush mount & tilted portrait - 2500mm,Rail,Tin Shed MMS,Full Rail,
MRAL-0017,Full Rail - for long rail flush mount & tilted portrait - 3000mm,Rail,Tin Shed MMS,Full Rail,
MRAL-0016,Full Rail - for long rail flush mount & tilted portrait - 2000mm,Rail,Tin Shed MMS,Full Rail,
BRAC-0024,Unidentified Bracing,Bracing,Prefab MMS,Bracing,
RAFT-0051,Unidentified Rafter,Rafter,Prefab MMS,Rafter,
COLU-0005,Unidentified Column,Column,Prefab MMS,Column,
FSDS-0011-HP Landmark,Zinc Plated Self Drilling Screw 4.8x100-HP Landmark,SDS,Tin Shed MMS,SDS,
FSDS-0010-Roofix,Xylan Coated 8.8 Grade Self Drilling Screw 4.8x110-Roofix,SDS,Tin Shed MMS,SDS,
CLAM-0006-Fibrograt,SS304 C-Clamp for FRP Walkway-Fibrograt,Clamp,Prefab MMS,FRP Walkway Clamp,
CLAM-0006-Aeron,SS304 C-Clamp for FRP Walkway-Aeron,Clamp,Prefab MMS,FRP Walkway Clamp,
WAPI-0006-Astral,"PVC Water Pipe 1/2"" SCH 40 NB 15mm - 3m-Astral",Water Pipeline,Water Pipeline,Water Pipeline,
CCOP-0063-AADITYA POLYMAKE,PVC Conduit Pipe - LMS - White - 25mm - 1m-AADITYA POLYMAKE,Conduit Pipe,Conduit Pipe,PVC Conduit Pipe,
CZIP-0004-Sk Formulations,Prime Coat Zn Anticorrosion Primer Paint Can - 20 lit-Sk Formulations,Zinc Paint / Spray,I&C Accessories,Zinc Paint/Spray,
MLEG-0006-ARS Solartech,Optimum Tilt Front Leg 80mm Height 4mm Thk-ARS Solartech,Leg,Tin Shed MMS,Tin Shed with Tilt Components,
MLEG-0005-ARS Solartech,Optimum Tilt Back Leg 400mm Height 4mm Thk-ARS Solartech,Leg,Tin Shed MMS,Tin Shed with Tilt Components,
WATP-0007-Kirloskar,KDS-335++ 3 HP 50x40 Three Phase Monoblock Pump-Kirloskar,Water Pump,Water Pipeline,Water Pump,
HDPI-0002-Gajanand,HDPE Pipe DN-32 PN-6 SDR-13.6 PE-63 (OD=35mm)-Gajanand,HDPE Pipe,Conduit Pipe,HDPE Pipe,
CCOP-0097-Kripson,"Nylon Flexible Conduit Pipe - Black, UV Protected - 28.5mm (ID-23.2mm OD-28.5mm)-Kripson",Flexible Conduit Pipe,Conduit Pipe,Flexible Conduit Pipe,
ENGE-0002-Greaves Cotton,Greaves 1520 Air Cooled Diesel Engine 5 HP 3.6 kW-Greaves Cotton,Engine & Generator,Fixed Assets,Engine & Generator,
GLAN-0013-COMET,Gland-PG11-COMET,Glands,Electrical BoS,PG Gland,
GLAN-0014-COMET,Gland-CBW01-COMET,Glands,Electrical BoS,CBW Gland,
FCTY-0037-Aeron,"FRP Walkway 450x25x3000, Mesh 38x75, Thickness 7mm/5mm, Yellow-Aeron",FRP Walkway,Prefab MMS,FRP Walkway,
FCTY-0036-Aeron,"FRP Walkway 330x25x3000, Mesh 38x75, Thickness 7mm/5mm, Yellow-Aeron",FRP Walkway,Prefab MMS,FRP Walkway,
FCTY-0038-Meera Fibretek,"FRP Walkway 310x25x3600, Mesh 38x75, Thickness 7mm/5mm, Yellow-Meera Fibretek",FRP Walkway,Prefab MMS,FRP Walkway,
FCTY-0040-Meera Fibretek,"FRP Walkway 310x25x3600, Mesh 38x50, Thickness 7mm/5mm, Yellow-Meera Fibretek",FRP Walkway,Prefab MMS,FRP Walkway,
FCTY-0040-Aeron,"FRP Walkway 310x25x3600, Mesh 38x50, Thickness 7mm/5mm, Yellow-Aeron",FRP Walkway,Prefab MMS,FRP Walkway,
FCTY-0039-Meera Fibretek,"FRP Walkway 310x25x3600, Mesh 38x38, Thickness 7mm/5mm, Yellow-Meera Fibretek",FRP Walkway,Prefab MMS,FRP Walkway,
FCTY-0001-Meera Fibretek,FRP Perforated Cable Tray 50x50x3000mm-Meera Fibretek,FRP Cable Tray,Cable Tray,FRP Cable Tray,
FCTY-0054-Meera Fibretek,FRP Perforated Cable Tray 50x25x3000mm-Meera Fibretek,FRP Cable Tray,Cable Tray,FRP Cable Tray,
FCTY-0054-Aeron,FRP Perforated Cable Tray 50x25x3000mm-Aeron,FRP Cable Tray,Cable Tray,FRP Cable Tray,
FCTY-0047-Meera Fibretek,FRP Perforated Cable Tray 300x50x3000mm-Meera Fibretek,FRP Cable Tray,Cable Tray,FRP Cable Tray,
FCTY-0047-Aeron,FRP Perforated Cable Tray 300x50x3000mm-Aeron,FRP Cable Tray,Cable Tray,FRP Cable Tray,
FCTY-0051-Meera Fibretek,FRP Perforated Cable Tray 300x100x3000mm-Meera Fibretek,FRP Cable Tray,Cable Tray,FRP Cable Tray,
FCTY-0051-Aeron,FRP Perforated Cable Tray 300x100x3000mm-Aeron,FRP Cable Tray,Cable Tray,FRP Cable Tray,
FCTY-0052-Meera Fibretek,FRP Perforated Cable Tray 300x100x2500mm-Meera Fibretek,FRP Cable Tray,Cable Tray,FRP Cable Tray,
FCTY-0052-Aeron,FRP Perforated Cable Tray 300x100x2500mm-Aeron,FRP Cable Tray,Cable Tray,FRP Cable Tray,
FCTY-0048-Meera Fibretek,FRP Perforated Cable Tray 200x50x3000mm-Meera Fibretek,FRP Cable Tray,Cable Tray,FRP Cable Tray,
FCTY-0048-Aeron,FRP Perforated Cable Tray 200x50x3000mm-Aeron,FRP Cable Tray,Cable Tray,FRP Cable Tray,
FCTY-0049-Meera Fibretek,FRP Perforated Cable Tray 150x50x3000mm-Meera Fibretek,FRP Cable Tray,Cable Tray,FRP Cable Tray,
FCTY-0049-Aeron,FRP Perforated Cable Tray 150x50x3000mm-Aeron,FRP Cable Tray,Cable Tray,FRP Cable Tray,
FCTY-0050-Meera Fibretek,FRP Perforated Cable Tray 100x50x3000mm-Meera Fibretek,FRP Cable Tray,Cable Tray,FRP Cable Tray,
FCTY-0050-Aeron,FRP Perforated Cable Tray 100x50x3000mm-Aeron,FRP Cable Tray,Cable Tray,FRP Cable Tray,
FCTY-0035-Aeron,FRP Cable Tray Cover 80x3000mm-Aeron,FRP Cable Tray,Cable Tray,FRP Cable Tray Cover,
FCTY-0044-Meera Fibretek,FRP Cable Tray Cover 50x3000mm-Meera Fibretek,FRP Cable Tray,Cable Tray,FRP Cable Tray Cover,
FCTY-0044-Aeron,FRP Cable Tray Cover 50x3000mm-Aeron,FRP Cable Tray,Cable Tray,FRP Cable Tray Cover,
FCTY-0046-Meera Fibretek,FRP Cable Tray Cover 300x3000mm-Meera Fibretek,FRP Cable Tray,Cable Tray,FRP Cable Tray Cover,
FCTY-0046-Aeron,FRP Cable Tray Cover 300x3000mm-Aeron,FRP Cable Tray,Cable Tray,FRP Cable Tray Cover,
FCTY-0045-Meera Fibretek,FRP Cable Tray Cover 300x2500mm-Meera Fibretek,FRP Cable Tray,Cable Tray,FRP Cable Tray Cover,
FCTY-0045-Aeron,FRP Cable Tray Cover 300x2500mm-Aeron,FRP Cable Tray,Cable Tray,FRP Cable Tray Cover,
FCTY-0041-Meera Fibretek,FRP Cable Tray Cover 200x3000mm-Meera Fibretek,FRP Cable Tray,Cable Tray,FRP Cable Tray Cover,
FCTY-0041-Aeron,FRP Cable Tray Cover 200x3000mm-Aeron,FRP Cable Tray,Cable Tray,FRP Cable Tray Cover,
FCTY-0042-Meera Fibretek,FRP Cable Tray Cover 150x3000mm-Meera Fibretek,FRP Cable Tray,Cable Tray,FRP Cable Tray Cover,
FCTY-0042-Aeron,FRP Cable Tray Cover 150x3000mm-Aeron,FRP Cable Tray,Cable Tray,FRP Cable Tray Cover,
FCTY-0043-Meera Fibretek,FRP Cable Tray Cover 100x3000mm-Meera Fibretek,FRP Cable Tray,Cable Tray,FRP Cable Tray Cover,
FCTY-0043-Aeron,FRP Cable Tray Cover 100x3000mm-Aeron,FRP Cable Tray,Cable Tray,FRP Cable Tray Cover,
ESDF-0004-ESDEC,FlatFix Fusion Roof support-ESDEC,ESDEC Flatfix,Roof Hugging MMS,Roof Hugging MMS,
ESDF-0006-ESDEC,FlatFix Fusion Base Element Low 10°-ESDEC,ESDEC Flatfix,Roof Hugging MMS,Roof Hugging MMS,
ESDF-0005-ESDEC,FlatFix Fusion Base element High 10°-ESDEC,ESDEC Flatfix,Roof Hugging MMS,Roof Hugging MMS,
ACCR-0018-Astral,DWC T Bend - Orange - 63mm-Astral,T Bend,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0020-Astral,DWC T Bend - Orange - 50mm-Astral,T Bend,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0022-Astral,DWC T Bend - Orange - 40mm-Astral,T Bend,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0024-Promagic,"DWC T Bend - Black, UV Protected - 63mm-Promagic",T Bend,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0026-Promagic,"DWC T Bend - Black, UV Protected - 50mm-Promagic",T Bend,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0028-Promagic,"DWC T Bend - Black, UV Protected - 40mm-Promagic",T Bend,Conduit Pipe,DWC Conduit Pipe Accessories,
SADD-0015-Promagic,DWC Saddle - 63mm-Promagic,GI Saddle,Conduit Pipe,DWC Conduit Pipe Accessories,
SADD-0009-Promagic,DWC Saddle - 50mm-Promagic,GI Saddle,Conduit Pipe,DWC Conduit Pipe Accessories,
SADD-0010-Promagic,DWC Saddle - 40mm-Promagic,Saddle,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0017-Astral,DWC Elbow - Orange - 63mm-Astral,Elbow,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0019-Astral,DWC Elbow - Orange - 50mm-Astral,Elbow,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0021-Astral,DWC Elbow - Orange - 40mm-Astral,Elbow,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0023-Promagic,"DWC Elbow - Black, UV Protected - 63mm-Promagic",Elbow,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0025-Promagic,"DWC Elbow - Black, UV Protected - 50mm-Promagic",Elbow,Conduit Pipe,DWC Conduit Pipe Accessories,
ACCR-0027-Promagic,"DWC Elbow - Black, UV Protected - 40mm-Promagic",Elbow,Conduit Pipe,DWC Conduit Pipe Accessories,
COUP-0010-Astral,DWC Coupler - Orange - 63mm-Astral,Coupler,Conduit Pipe,DWC Conduit Pipe Accessories,
COUP-0011-Astral,DWC Coupler - Orange - 50mm-Astral,Coupler,Conduit Pipe,DWC Conduit Pipe Accessories,
COUP-0012-Astral,DWC Coupler - Orange - 40mm-Astral,Coupler,Conduit Pipe,DWC Conduit Pipe Accessories,
COUP-0013-Promagic,"DWC Coupler - Black, UV Protected - 63mm-Promagic",Coupler,Conduit Pipe,DWC Conduit Pipe Accessories,
COUP-0014-Promagic,"DWC Coupler - Black, UV Protected - 50mm-Promagic",Coupler,Conduit Pipe,DWC Conduit Pipe Accessories,
COUP-0009-Promagic,"DWC Coupler - Black, UV Protected - 40mm-Promagic",Coupler,Conduit Pipe,DWC Conduit Pipe Accessories,
CCOP-0064-Astral,DWC Conduit Pipe - Orange - 77mm (ID-63mm OD-77mm)-Astral,Conduit Pipe,Conduit Pipe,DWC Conduit Pipe,
CCOP-0064-Promagic,DWC Conduit Pipe - Orange - 77mm (ID-63mm OD-77mm)-Promagic,Conduit Pipe,Conduit Pipe,DWC Conduit Pipe,
CCOP-0070-Astral,DWC Conduit Pipe - Orange - 63mm (ID-51mm OD-63mm)-Astral,Conduit Pipe,Conduit Pipe,DWC Conduit Pipe,
CCOP-0070-Promagic,DWC Conduit Pipe - Orange - 63mm (ID-51mm OD-63mm)-Promagic,Conduit Pipe,Conduit Pipe,DWC Conduit Pipe,
CCOP-0071-Astral,DWC Conduit Pipe - Orange - 50mm (ID-38mm OD-50mm)-Astral,Conduit Pipe,Conduit Pipe,DWC Conduit Pipe,
CCOP-0071-Promagic,DWC Conduit Pipe - Orange - 50mm (ID-38mm OD-50mm)-Promagic,Conduit Pipe,Conduit Pipe,DWC Conduit Pipe,
CCOP-0072-Astral,DWC Conduit Pipe - Orange - 40mm (ID-32mm OD-40mm)-Astral,Conduit Pipe,Conduit Pipe,DWC Conduit Pipe,
CCOP-0072-Promagic,DWC Conduit Pipe - Orange - 40mm (ID-32mm OD-40mm)-Promagic,Conduit Pipe,Conduit Pipe,DWC Conduit Pipe,
CCOP-0065-Astral,"DWC Conduit Pipe - Black, UV Protected - 77mm (ID-63mm OD-77mm)-Astral",Conduit Pipe,Conduit Pipe,DWC Conduit Pipe,
CCOP-0065-Promagic,"DWC Conduit Pipe - Black, UV Protected - 77mm (ID-63mm OD-77mm)-Promagic",Conduit Pipe,Conduit Pipe,DWC Conduit Pipe,
CCOP-0067-Astral,"DWC Conduit Pipe - Black, UV Protected - 63mm (ID-51mm OD-63mm)-Astral",Conduit Pipe,Conduit Pipe,DWC Conduit Pipe,
CCOP-0067-Promagic,"DWC Conduit Pipe - Black, UV Protected - 63mm (ID-51mm OD-63mm)-Promagic",Conduit Pipe,Conduit Pipe,DWC Conduit Pipe,
CCOP-0068-Astral,"DWC Conduit Pipe - Black, UV Protected - 50mm (ID-38mm OD-50mm)-Astral",Conduit Pipe,Conduit Pipe,DWC Conduit Pipe,
CCOP-0068-Promagic,"DWC Conduit Pipe - Black, UV Protected - 50mm (ID-38mm OD-50mm)-Promagic",Conduit Pipe,Conduit Pipe,DWC Conduit Pipe,
CCOP-0069-Astral,"DWC Conduit Pipe - Black, UV Protected - 40mm (ID-32mm OD-40mm)-Astral",Conduit Pipe,Conduit Pipe,DWC Conduit Pipe,
CCOP-0069-Promagic,"DWC Conduit Pipe - Black, UV Protected - 40mm (ID-32mm OD-40mm)-Promagic",Conduit Pipe,Conduit Pipe,DWC Conduit Pipe,
DCDB-0006-ABB,DC Disconnector Switch 32A 1000 VDC (OTDC32F3)-ABB,DCDB,Junction Box,DC Disconnector Switch,
NMTR-0037-Saviour,CT 600/5A Class 0.5S-Saviour,CT,Metering,CT,
NMTR-0041-Saviour,CT 500/5A Class 0.5-Saviour,CT,Metering,CT,
NMTR-0039-Saviour,CT 400/5A Class 0.5S-Saviour,CT,Metering,CT,
NMTR-0039-Reco,CT 400/5A Class 0.5S-Reco,CT,Metering,CT,
NMTR-0038-Saviour,CT 250/5A Class 0.5-Saviour,CT,Metering,CT,
NMTR-0040-Reco,CT 1200/5A Class 0.5S-Reco,CT,Metering,CT,
NMTR-0035-Saviour,CT 100/5A Class 0.5-Saviour,CT,Metering,CT,
WAPI-0005-Astral,"CPVC Water Pipe 1-1/2"" Class II SDR 13.5 NB 40mm - 3m-Astral",Water Pipeline,Water Pipeline,Water Pipeline,
WAPI-0004-Astral,"CPVC Water Pipe 1"" Class I SDR 11 NB 25mm - 3m-Astral",Water Pipeline,Water Pipeline,Water Pipeline,
CCOP-0073-Astral,CPVC Conduit Pipe - 32mm - 3m-Astral,Conduit Pipe,Conduit Pipe,PVC Conduit Pipe,
CCOP-0066-Astral,CPVC Conduit Pipe - 12.5mm Sch 40 - 3m-Astral,Water Pipeline,Water Pipeline,Water Pipeline,
INVS-0195-Delta,69 kW 3 Phase Inverter RPI-M88H-Delta,II Gen,Inverter,3 Ph String Inverter,
INVS-0015-GROWATT,6 Kw 1 Phase Inverter-GROWATT,II Gen,Inverter,1 Ph String Inverter,
MDCR-0043-JINKO,570 Wp Mono Non DCR-JINKO,Non DCR,Module,Topcon Non DCR (all makes),
MDCR-0046-Anchor by Panasonic,550 Wp Mono Non DCR-Anchor by Panasonic,Non DCR,Module,Mono Non DCR (all makes),
INVS-0198-SOLAREDGE,55 kW 3 Phase Inverter SE55K-SOLAREDGE,III Gen,Inverter,3 Ph SolarEdge Inverter,
MDCR-0009-JA Solar,540 Wp Mono Non DCR-JA Solar,Non DCR,Module,Mono Non DCR (all makes),
